R0,r,k1,k2,k3,k_A,f_A,b_eta_H0,b_gamma_H0,specificity,b_specificity,u,eta_H_amp,gamma_H_amp,d_steep,d_change,eta_H_lag,disp_act,disp_pass,eta_H,gamma_H,Location,f_H,mu_H,sigma_H,phi_H,omega_H,mu_A,sigma_A,eta_A,gamma_A,phi_A,omega_A,B_V,xi_V,k_V,p_survive,alpha,mu_V,p_V,epsilon,sigma_V,relprob,PopGrowth,SensitivityMSF,Sensitivity,ScreeningCapacity,ScreeningBeforeData,Compliance,VC,VCstart,TargetFreq,TrapCycle,TargetDie,year_spec_100pct,NegLogLikelihood,PostID
1.11337750683995,10.5399964321288,0.95786405975933,0,0,1,0,0,0.89161563795032,0.999783426818974,1,0.333420862714741,3.18510961224019,0.854148198875953,0.921679008644724,2007.42875015056,0,0.0004,2.8e-05,0.000107284988895698,0.00345944445297983,Kwamouth,0.09,5.4795e-05,0.0833,0.0019,0.006,0.0014,0.0083,0,0,0,0,0.0505,0.037037037037037,111.09,0.75,0.333,0.03,0.065,0.05,0.034,1,1.03,0,0.91,0.8,2,1,80,0,2,365,0,0,187.769948599393,1890
