Years_1,Years_2,Years_3,Years_4,Years_5,Years_6,Years_7,Years_8,Years_9,Years_10,Years_11,Years_12,Years_13,Years_14,Years_15,Years_16,Years_17,Years_18,Years_19,Years_20,Years_21,Years_22,Years_23,Years_24,Years_25,Years_26,Years_27,Years_28,Years_29,Years_30,Years_31,Years_32,Years_33,Years_34,N_H,PopSizeYear,PeopleScreened_1,PeopleScreened_2,PeopleScreened_3,PeopleScreened_4,PeopleScreened_5,PeopleScreened_6,PeopleScreened_7,PeopleScreened_8,PeopleScreened_9,PeopleScreened_10,PeopleScreened_11,PeopleScreened_12,PeopleScreened_13,PeopleScreened_14,PeopleScreened_15,PeopleScreened_16,PeopleScreened_17,ActiveD1_1,ActiveD1_2,ActiveD1_3,ActiveD1_4,ActiveD1_5,ActiveD1_6,ActiveD1_7,ActiveD1_8,ActiveD1_9,ActiveD1_10,ActiveD1_11,ActiveD1_12,ActiveD1_13,ActiveD1_14,ActiveD1_15,ActiveD1_16,ActiveD1_17,ActiveD2_1,ActiveD2_2,ActiveD2_3,ActiveD2_4,ActiveD2_5,ActiveD2_6,ActiveD2_7,ActiveD2_8,ActiveD2_9,ActiveD2_10,ActiveD2_11,ActiveD2_12,ActiveD2_13,ActiveD2_14,ActiveD2_15,ActiveD2_16,ActiveD2_17,ActiveDNa_1,ActiveDNa_2,ActiveDNa_3,ActiveDNa_4,ActiveDNa_5,ActiveDNa_6,ActiveDNa_7,ActiveDNa_8,ActiveDNa_9,ActiveDNa_10,ActiveDNa_11,ActiveDNa_12,ActiveDNa_13,ActiveDNa_14,ActiveDNa_15,ActiveDNa_16,ActiveDNa_17,PassiveD1_1,PassiveD1_2,PassiveD1_3,PassiveD1_4,PassiveD1_5,PassiveD1_6,PassiveD1_7,PassiveD1_8,PassiveD1_9,PassiveD1_10,PassiveD1_11,PassiveD1_12,PassiveD1_13,PassiveD1_14,PassiveD1_15,PassiveD1_16,PassiveD1_17,PassiveD2_1,PassiveD2_2,PassiveD2_3,PassiveD2_4,PassiveD2_5,PassiveD2_6,PassiveD2_7,PassiveD2_8,PassiveD2_9,PassiveD2_10,PassiveD2_11,PassiveD2_12,PassiveD2_13,PassiveD2_14,PassiveD2_15,PassiveD2_16,PassiveD2_17,PassiveDNa_1,PassiveDNa_2,PassiveDNa_3,PassiveDNa_4,PassiveDNa_5,PassiveDNa_6,PassiveDNa_7,PassiveDNa_8,PassiveDNa_9,PassiveDNa_10,PassiveDNa_11,PassiveDNa_12,PassiveDNa_13,PassiveDNa_14,PassiveDNa_15,PassiveDNa_16,PassiveDNa_17,ModelScreeningFreq_1,ModelScreeningFreq_2,ModelScreeningFreq_3,ModelScreeningFreq_4,ModelScreeningFreq_5,ModelScreeningFreq_6,ModelScreeningFreq_7,ModelScreeningFreq_8,ModelScreeningFreq_9,ModelScreeningFreq_10,ModelScreeningFreq_11,ModelScreeningFreq_12,ModelScreeningFreq_13,ModelScreeningFreq_14,ModelScreeningFreq_15,ModelScreeningFreq_16,ModelScreeningFreq_17,ModelScreeningFreq_18,ModelScreeningFreq_19,ModelScreeningFreq_20,ModelScreeningFreq_21,ModelScreeningFreq_22,ModelScreeningFreq_23,ModelScreeningFreq_24,ModelScreeningFreq_25,ModelScreeningFreq_26,ModelScreeningFreq_27,ModelScreeningFreq_28,ModelScreeningFreq_29,ModelScreeningFreq_30,ModelScreeningFreq_31,ModelScreeningFreq_32,ModelScreeningFreq_33,ModelScreeningFreq_34,ModelScreeningTime_1,ModelScreeningTime_2,ModelScreeningTime_3,ModelScreeningTime_4,ModelScreeningTime_5,ModelScreeningTime_6,ModelScreeningTime_7,ModelScreeningTime_8,ModelScreeningTime_9,ModelScreeningTime_10,ModelScreeningTime_11,ModelScreeningTime_12,ModelScreeningTime_13,ModelScreeningTime_14,ModelScreeningTime_15,ModelScreeningTime_16,ModelScreeningTime_17,ModelScreeningTime_18,ModelScreeningTime_19,ModelScreeningTime_20,ModelScreeningTime_21,ModelScreeningTime_22,ModelScreeningTime_23,ModelScreeningTime_24,ModelScreeningTime_25,ModelScreeningTime_26,ModelScreeningTime_27,ModelScreeningTime_28,ModelScreeningTime_29,ModelScreeningTime_30,ModelScreeningTime_31,ModelScreeningTime_32,ModelScreeningTime_33,ModelScreeningTime_34,ModelPeopleScreened_1,ModelPeopleScreened_2,ModelPeopleScreened_3,ModelPeopleScreened_4,ModelPeopleScreened_5,ModelPeopleScreened_6,ModelPeopleScreened_7,ModelPeopleScreened_8,ModelPeopleScreened_9,ModelPeopleScreened_10,ModelPeopleScreened_11,ModelPeopleScreened_12,ModelPeopleScreened_13,ModelPeopleScreened_14,ModelPeopleScreened_15,ModelPeopleScreened_16,ModelPeopleScreened_17,ModelPeopleScreened_18,ModelPeopleScreened_19,ModelPeopleScreened_20,ModelPeopleScreened_21,ModelPeopleScreened_22,ModelPeopleScreened_23,ModelPeopleScreened_24,ModelPeopleScreened_25,ModelPeopleScreened_26,ModelPeopleScreened_27,ModelPeopleScreened_28,ModelPeopleScreened_29,ModelPeopleScreened_30,ModelPeopleScreened_31,ModelPeopleScreened_32,ModelPeopleScreened_33,ModelPeopleScreened_34
2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,127205.442797,2015,52379,64718,63483,45622,57531,57115,71223,64913,72347,83052,89186,72934,70051,56171,52448,73493,66582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,699,412,460,310,345,413,293,161,369,412,186,133,238,113,113,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,45,108,138,131,150,180,193,161,169,196,154,149,112,130,73,51,0,0,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,61532.5038489333,59740.2949989644,58000.2864067615,56310.9576764675,54670.8326955995,53078.4783452422,51532.503247808,50031.5565512699,48574.3267488057,47159.5405328211,45785.9616823506,44452.3899828646,43157.6601775385,41900.6409490665,40680.2339311325,39495.3727486723,38345.0220860896,37228.1767826113,36143.8609539916,35091.1271397976,34069.0554755317,33076.7528888657,32113.3523192871,31178.0119604729,30269.914524731,29388.266528865,28532.2976008398,27701.2598066406,26894.4269967384,26111.0941715907,25350.5768656221,24612.2105491476,23895.3500477162,23199.3689783652
