Time,S_H1,S_H2,S_H3,S_H4,S_A,E_H1,E_H2,E_H3,E_H4,E_A,I1_H1,I1_H2,I1_H3,I1_H4,I1_A,I2_H1,I2_H2,I2_H3,I2_H4,I2_A,R_H1,R_H2,R_H3,R_H4,R_A,P_V,S_V,G_V,E1_V,E2_V,E3_V,I_V
1998.19637686394,114214.673006746,0,0,8646.47969243357,127205.442797,30.750579429417,0,0,20.3772964232272,0,593.064430662248,0,0,910.888151386269,0,396.233910402893,0,0,714.176186643731,0,1378.96279521585,0,0,299.836747657192,0,137383.379462231,10514.5608487533,116613.58049633,17.5267751649597,13.556378496747,10.4876891867073,36.6555244083956
1998.20142865725,114225.422673521,0,0,8646.90428860415,127205.442797,30.70269785785,0,0,20.339171646971,0,595.460245484345,0,0,910.454183437787,0,396.398175814429,0,0,713.911537755215,0,1365.70092977802,0,0,300.148893099867,0,137383.404161085,10512.7402440814,116615.489789914,17.5238970518512,13.5530141959867,10.4848751334021,36.6015443152485
1998.20648045057,114236.03167377,0,0,8647.33657568816,127205.442797,30.6557827098467,0,0,20.3024844548032,0,597.839453363129,0,0,910.016178928604,0,396.569992312871,0,0,713.646642508118,0,1352.58782030015,0,0,300.456192964303,0,137383.428678548,10513.8001577576,116614.517112283,17.5193087790073,13.5503530290655,10.4819069226388,36.5500239739677
1998.21153224388,114246.501352127,0,0,8647.77629016221,127205.442797,30.6099890584354,0,0,20.2672270329173,0,600.20226988473,0,0,909.574370271403,0,396.749265911786,0,0,713.381488404426,0,1339.62184547369,0,0,300.758698673029,0,137383.453018974,10514.6998156748,116613.702156025,17.5147735595919,13.5476173646131,10.4790804284718,36.5007627750448
1998.2165840372,114256.833054685,0,0,8648.22318212421,127205.442797,30.5654331588022,0,0,20.2333813239228,0,602.548929107131,0,0,909.128986186002,0,396.935903880104,0,0,713.116063818634,0,1326.80140162539,0,0,301.056461091218,0,137383.47718624,10513.4732804343,116615.010202542,17.5114309004856,13.5443044338615,10.4765802213304,36.4535949751366
1998.22163583051,114267.028149947,0,0,8648.677029201,127205.442797,30.5221568222528,0,0,20.2008998152796,0,604.879698388773,0,0,908.680257051376,0,397.129814523879,0,0,712.850357957561,0,1314.12490277403,0,0,301.349530518768,0,137383.501183621,10512.8982438455,116615.664807476,17.5076664374742,13.5411253095134,10.4740734439418,36.4085091436152
1998.22668762383,114277.087986798,0,0,8649.13760832525,127205.442797,30.4802042341165,0,0,20.1697450076612,0,607.19484371775,0,0,908.228403616766,0,397.33090761055,0,0,712.584360871096,0,1301.59078009594,0,0,301.637956723212,0,137383.525014125,10513.234987477,116615.405914861,17.5033289631125,13.5381462838026,10.4715121911807,36.3654125024857
1998.23173941714,114287.013902199,0,0,8649.60470065652,127205.442797,30.4396165330527,0,0,20.1398839389363,0,609.494627652164,0,0,907.773637585294,0,397.539094377322,0,0,712.318063413711,0,1289.19748169469,0,0,301.921788949523,0,137383.548680557,10513.5209958895,116615.195766843,17.4989772435116,13.5351208966369,10.4689874851254,36.3241751161148
1998.23925724221,114301.540078316,0,0,8650.31141195515,127205.442797,30.3818015705864,0,0,20.0977671544485,0,612.889174688655,0,0,907.091923060789,0,397.861852767224,0,0,711.921198957115,0,1271.01181511389,0,0,302.335773416485,0,137383.58360151,10511.7678570022,116617.057504516,17.4936845996982,13.5299996512891,10.4655018746536,36.265977378385
1998.24677506728,114315.777031081,0,0,8651.0314541895,127205.442797,30.3270160408164,0,0,20.0582759010445,0,616.251199339236,0,0,906.40486770901,0,398.19984469473,0,0,711.523626449596,0,1253.12963130004,0,0,302.73985029484,0,137383.618171843,10511.241470421,116617.689185963,17.4875889367859,13.5251187395528,10.4618918511552,36.2114283267617
1998.25429289235,114329.729130518,0,0,8651.76422912827,127205.442797,30.2751818300236,0,0,20.0212544822609,0,619.581594976977,0,0,905.713090566685,0,398.552793979646,0,0,711.12532485163,0,1235.54602115166,0,0,303.134175515147,0,137383.652397858,10513.4729403735,116615.560623145,17.4798079021731,13.5208708041912,10.457968474011,36.1602921669649
1998.26181071742,114343.400684842,0,0,8652.50915351432,127205.442797,30.2262608637377,0,0,19.9865804736231,0,622.881191555463,0,0,905.017161634802,0,398.920431347028,0,0,710.726276291362,0,1218.25615384829,0,0,303.518902629879,0,137383.686285616,10514.7468209549,116614.386045599,17.4724993257584,13.5163077138396,10.4541297044922,36.1121794329795
1998.26859703008,114355.504569708,0,0,8653.19156850963,127205.442797,30.1845533432066,0,0,19.9571989193378,0,625.833943482386,0,0,904.385826953168,0,399.26469138756,0,0,710.365402799392,0,1202.89696453525,0,0,303.858077362466,0,137383.716590022,10511.3167195329,116617.901394294,17.4684877071827,13.5109592956133,10.4511490729123,36.0710111844535
1998.27538334274,114367.386514809,0,0,8653.88309507865,127205.442797,30.1450035196066,0,0,19.9294887292236,0,628.762867689446,0,0,903.751927390738,0,399.620516274869,0,0,710.003899685945,0,1187.76982016286,0,0,304.189663659434,0,137383.746626547,10510.154597179,116619.147428149,17.4631038120835,13.5061380513726,10.4478823189657,36.0320374734779
1998.2821696554,114379.049654139,0,0,8654.58339684438,127205.442797,30.1074837469595,0,0,19.9033323391992,0,631.668534363111,0,0,903.115816031749,0,399.98772058936,0,0,709.64175983302,0,1172.87132961718,0,0,304.513769495641,0,137383.776398425,10513.7436594357,116615.64209516,17.4549146742986,13.5024815329998,10.4440467763587,35.9951847235582
