R0,r,k1,k2,k3,k_A,f_A,b_eta_H0,b_gamma_H0,specificity,b_specificity,u,eta_H_amp,gamma_H_amp,d_steep,d_change,eta_H_lag,disp_act,disp_pass,eta_H,gamma_H,Location,f_H,mu_H,sigma_H,phi_H,omega_H,mu_A,sigma_A,eta_A,gamma_A,phi_A,omega_A,B_V,xi_V,k_V,p_survive,alpha,mu_V,p_V,epsilon,sigma_V,relprob,PopGrowth,SensitivityMSF,Sensitivity,ScreeningCapacity,ScreeningBeforeData,Compliance,VC,VCstart,TargetFreq,TrapCycle,TargetDie,year_spec_100pct,NegLogLikelihood,PostID
1.12305819781953,10.2415316757554,0.930864217182439,0,0,1,0,0,0.869821700283,0.999069938878319,1,0.217399750933036,1.05731796002119,0.460204822606439,0.903919316690063,2004.95632018134,0,0.0004,2.8e-05,0.000198329036123708,0.00242018615922782,Kwamouth,0.09,5.4795e-05,0.0833,0.0019,0.006,0.0014,0.0083,0,0,0,0,0.0505,0.037037037037037,111.09,0.75,0.333,0.03,0.065,0.05,0.034,1,1.03,0,0.91,0.8,2,1,80,0,2,365,0,2018,183.707538279861,1089
