R0,r,k1,k2,k3,k_A,f_A,b_eta_H0,b_gamma_H0,specificity,b_specificity,u,eta_H_amp,gamma_H_amp,d_steep,d_change,eta_H_lag,disp_act,disp_pass,eta_H,gamma_H,Location,f_H,mu_H,sigma_H,phi_H,omega_H,mu_A,sigma_A,eta_A,gamma_A,phi_A,omega_A,B_V,xi_V,k_V,p_survive,alpha,mu_V,p_V,epsilon,sigma_V,relprob,PopGrowth,SensitivityMSF,Sensitivity,ScreeningCapacity,ScreeningBeforeData,Compliance,VC,VCstart,TargetFreq,TrapCycle,TargetDie,year_spec_100pct,NegLogLikelihood,PostID
1.16399952793127,11.8724520105984,0.96052065676492,0,0,1,0,0,0.890388260361649,0.999314096978091,1,0.334361827392533,1.19860190153112,0.791057382884364,0.955661712352775,2006.35599830087,0,0.0004,2.8e-05,0.000238392471692459,0.00164952102921323,Kwamouth,0.09,5.4795e-05,0.0833,0.0019,0.006,0.0014,0.0083,0,0,0,0,0.0505,0.037037037037037,111.09,0.75,0.333,0.03,0.065,0.05,0.034,1,1.03,0.95,0.91,0.8,2,1,80,0,2,365,0,0,184.6585922238,1842
