name,LowerSens,UpperSens,MeanSens,LowerSpec,UpperSpec,MeanSpec,Algs
optimisticRDT1_SD+MaECT_bc+CATT_8_Dilution,0.792333955364743,0.931096679504382,0.866249533587136,0.998664798186101,0.998864771113251,0.998764784649676,Checce
optimisticRDT1_SD+MaECT_bc+QBC+CATT_8_Dilution,0.7931586641538,0.932426898680846,0.867235750258628,0.99866473403338,0.998864706947684,0.998764720490532,Checce
optimisticRDT1_SD+QBC+CATT_8_Dilution,0.789422815536262,0.931287139349958,0.864276508336576,0.998664798186101,0.998864771113251,0.998764784649676,Checce
optimisticRDT1_SD+CTC+CATT_16_Dilution ,0.778306153515576,0.922974884737296,0.85547048714752,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticRDT1_SD+CTC+MaECT+CATT_16_Dilution ,0.78878198997686,0.931785276894246,0.864745790531077,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+CTC+MaECT_bc+CATT_16_Dilution ,0.792147047909917,0.931670483511094,0.866434402330424,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+CTC+QBC+CATT_16_Dilution ,0.78878198997686,0.931785276894246,0.864745790531077,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+MaECT+CATT_16_Dilution ,0.784847705661535,0.930394059358654,0.86131278243544,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticRDT1_SD+MaECT+MaECT_bc+CATT_16_Dilution ,0.7927423291552,0.932345628401638,0.866966051201625,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+MaECT+QBC+CATT_16_Dilution ,0.790822954246399,0.932371391689334,0.866095360742587,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+MaECT_bc+CATT_16_Dilution ,0.790999548317948,0.93006794179288,0.86508200520184,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticRDT1_SD+MaECT_bc+QBC+CATT_16_Dilution ,0.7927423291552,0.932345628401638,0.866966051201625,0.998707554278023,0.99897210844759,0.998839828130941,Checce
optimisticRDT1_SD+QBC+CATT_16_Dilution ,0.784847705661535,0.930394059358654,0.86131278243544,0.99870763256609,0.998972208067352,0.998839917083788,Checce
optimisticCATT_wb+CTC+MaECT+CATT_8_Dilution,0.428385143796402,0.76960652390748,0.583514490597035,0.999864143461861,0.999864221290468,0.999864182376164,CURRENT
