0.015558,0.015558,0.014724,0.014487,0.014284,0.013928,0.01371,0.013357,0.013031,0.012624,0.012255,0.011348,0.011298,0.011606,0.011429,0.011099,0.011144,0.011005,0.010474,0.01052,0.010403,0.01027,0.0086914,0.0071551,0.0058477,0.0048854,0.0040791,0.0034115,0.0028591,0.0023982,0.0020162,0.0017009,0.0014354,0.0012122,0.0010246,0.00086662,0.00073359,0.00062139,0.0005265,0.00044625,0.00037836,0.00032088,0.0002722,0.00023096,0.00019599,0.00016633,0.00014118,0.00011985,0.00010175,8.6387e-05
0.01682,0.01682,0.014889,0.01343,0.012571,0.012383,0.011769,0.011285,0.010533,0.010135,0.009606,0.0089753,0.008407,0.0082534,0.008062,0.0080605,0.0080138,0.0075582,0.0073683,0.0072046,0.0070588,0.0069245,0.0055479,0.0042168,0.0031842,0.0024007,0.0018122,0.0013696,0.0010352,0.00078304,0.00059374,0.00045068,0.0003423,0.00026006,0.00019763,0.00015024,0.00011426,8.6906e-05,6.6109e-05,5.0292e-05,3.8262e-05,2.9112e-05,2.2151e-05,1.6856e-05,1.2826e-05,9.76e-06,7.427e-06,5.6517e-06,4.3009e-06,3.2729e-06
0.0070469,0.0070469,0.0066117,0.0064658,0.0064119,0.0060543,0.0057539,0.0055186,0.0052935,0.0048121,0.0045727,0.004564,0.0042272,0.0040625,0.0038998,0.0036414,0.0034585,0.0032775,0.0028729,0.0027078,0.0025385,0.0023678,0.0021745,0.0019834,0.0017987,0.0016466,0.0015045,0.001373,0.0012525,0.0011421,0.0010418,0.00095142,0.00086853,0.00079275,0.0007236,0.00066053,0.00060305,0.00055065,0.00050277,0.00045907,0.00041918,0.00038278,0.00034956,0.00031923,0.00029153,0.00026625,0.00024316,0.00022208,0.00020283,0.00018526
0.015558,0.015558,0.014724,0.014487,0.014284,0.013928,0.01371,0.013357,0.013031,0.012624,0.012255,0.011348,0.011298,0.011606,0.011429,0.011099,0.011144,0.011005,0.010474,0.01052,0.010403,0.01027,0.0081384,0.0062506,0.0047573,0.0037285,0.002917,0.0022847,0.0017927,0.0014069,0.0011065,0.00087356,0.00068949,0.00054439,0.00043001,0.00033981,0.00026869,0.00021256,0.00016816,0.00013305,0.00010528,8.3322e-05,6.5951e-05,5.2205e-05,4.1325e-05,3.2714e-05,2.5898e-05,2.0503e-05,1.6232e-05,1.2851e-05
0.01682,0.01682,0.014889,0.01343,0.012571,0.012383,0.011769,0.011285,0.010533,0.010135,0.009606,0.0089753,0.008407,0.0082534,0.008062,0.0080605,0.0080138,0.0075582,0.0073683,0.0072046,0.0070588,0.0069245,0.0049669,0.003362,0.0022694,0.0015312,0.0010348,0.00069993,0.00047302,0.00031973,0.00021666,0.00014694,9.9678e-05,6.7615e-05,4.5863e-05,3.1115e-05,2.1116e-05,1.4331e-05,9.7257e-06,6.6003e-06,4.4793e-06,3.04e-06,2.0632e-06,1.4003e-06,9.5038e-07,6.4501e-07,4.3777e-07,2.9711e-07,2.0165e-07,1.3686e-07
0.0070469,0.0070469,0.0066117,0.0064658,0.0064119,0.0060543,0.0057539,0.0055186,0.0052935,0.0048121,0.0045727,0.004564,0.0042272,0.0040625,0.0038998,0.0036414,0.0034585,0.0032775,0.0028729,0.0027078,0.0025385,0.0023678,0.0021158,0.0018755,0.0016506,0.0014711,0.0013078,0.0011609,0.0010298,0.00091318,0.00081007,0.00071964,0.00063899,0.00056725,0.00050357,0.00044707,0.00039698,0.00035256,0.00031308,0.00027802,0.0002469,0.00021927,0.00019475,0.00017297,0.00015362,0.00013644,0.00012119,0.00010764,9.5607e-05,8.492e-05
0.015558,0.015558,0.014724,0.014487,0.014284,0.013928,0.01371,0.013357,0.013031,0.012624,0.012255,0.011348,0.011298,0.011606,0.011429,0.011099,0.011144,0.011005,0.010474,0.01052,0.010403,0.01027,0.0083553,0.0065982,0.0051677,0.0041554,0.0033372,0.0026838,0.0021626,0.0017434,0.0014086,0.0011422,0.00092623,0.00075147,0.00061003,0.00049547,0.0004027,0.00032748,0.00026633,0.00021665,0.00017626,0.00014344,0.00011674,9.5024e-05,7.7351e-05,6.297e-05,5.1265e-05,4.1739e-05,3.3984e-05,2.767e-05
0.01682,0.01682,0.014889,0.01343,0.012571,0.012383,0.011769,0.011285,0.010533,0.010135,0.009606,0.0089753,0.008407,0.0082534,0.008062,0.0080605,0.0080138,0.0075582,0.0073683,0.0072046,0.0070588,0.0069245,0.0051948,0.0036859,0.002604,0.0018381,0.0012994,0.00091951,0.00065039,0.00046024,0.00032648,0.00023181,0.00016465,0.00011696,8.3083e-05,5.9034e-05,4.1961e-05,2.9827e-05,2.1203e-05,1.5072e-05,1.0714e-05,7.6166e-06,5.4149e-06,3.8496e-06,2.7368e-06,1.9456e-06,1.3832e-06,9.8338e-07,6.9913e-07,4.9704e-07
0.0070469,0.0070469,0.0066117,0.0064658,0.0064119,0.0060543,0.0057539,0.0055186,0.0052935,0.0048121,0.0045727,0.004564,0.0042272,0.0040625,0.0038998,0.0036414,0.0034585,0.0032775,0.0028729,0.0027078,0.0025385,0.0023678,0.0021388,0.0019174,0.0017077,0.0015382,0.0013824,0.0012406,0.0011127,0.00099768,0.00089486,0.00080369,0.00072148,0.00064757,0.00058123,0.00052173,0.0004684,0.00042058,0.00037762,0.00033905,0.00030443,0.00027336,0.00024547,0.00022043,0.00019795,0.00017776,0.00015964,0.00014337,0.00012875,0.00011563
0.015558,0.015558,0.014724,0.014487,0.014284,0.013928,0.01371,0.013357,0.013031,0.012624,0.012255,0.011348,0.011298,0.011606,0.011429,0.011099,0.011144,0.011005,0.010474,0.01052,0.010403,0.01027,0.0083553,0.0065982,0.0051677,0.0041554,0.0033372,0.0026838,0.0021626,0.0017434,0.0014086,0.0011422,0.00092623,0.00075147,0.00061003,0.00049547,0.0004027,0.00032748,0.00026633,0.00021665,0.00017626,0.00014344,0.00011674,9.5024e-05,7.7351e-05,6.297e-05,5.1265e-05,4.1739e-05,3.3984e-05,2.767e-05
