0.015558,0.015558,0.01472,0.014483,0.014278,0.013921,0.013702,0.013348,0.01302,0.012612,0.012242,0.011332,0.011282,0.011591,0.011413,0.011082,0.011128,0.010988,0.010455,0.010501,0.010384,0.010251,0.010141,0.010005,0.0098694,0.0097915,0.0096938,0.0095985,0.0095082,0.0094201,0.0093386,0.0092649,0.0091911,0.0091206,0.0090534,0.0089892,0.0089284,0.0088704,0.0088144,0.0087609,0.0087097,0.0086607,0.0086137,0.0085687,0.0085255,0.008484,0.0084443,0.0084061,0.0083694,0.0083342,71272
0.01682,0.01682,0.01488,0.013416,0.012555,0.012367,0.011751,0.011266,0.010512,0.010113,0.0095838,0.0089521,0.0083833,0.0082299,0.0080383,0.0080368,0.0079899,0.0075335,0.0073435,0.0071796,0.0070337,0.0068991,0.0067445,0.0065752,0.0064448,0.0063222,0.0062048,0.0060907,0.0059789,0.0058724,0.0057743,0.0056803,0.0055899,0.0055029,0.0054195,0.0053399,0.0052639,0.0051908,0.0051205,0.0050529,0.0049878,0.0049253,0.0048651,0.0048071,0.0047511,0.0046971,0.0046449,0.0045946,0.0045459,0.0044989,65280
0.0070469,0.0070469,0.0066096,0.0064631,0.006409,0.00605,0.0057484,0.0055122,0.0052863,0.0048034,0.0045633,0.0045546,0.004217,0.0040519,0.0038889,0.00363,0.0034468,0.0032656,0.0028606,0.0026954,0.0025261,0.0023555,0.0021945,0.0020375,0.0018851,0.0017594,0.0016394,0.0015261,0.0014202,0.0013214,0.0012298,0.0011457,0.001067,0.00099363,0.00092531,0.00086176,0.00080269,0.00074776,0.00069656,0.0006489,0.00060452,0.00056321,0.00052475,0.00048893,0.00045557,0.0004245,0.00039556,0.0003686,0.00034349,0.0003201,17307
0.015558,0.015558,0.01472,0.014483,0.014278,0.013921,0.013702,0.013348,0.01302,0.012612,0.012242,0.011332,0.011282,0.011591,0.011413,0.011082,0.011128,0.010988,0.010455,0.010501,0.010384,0.010251,0.01014,0.010004,0.0098683,0.0097902,0.0096923,0.0095968,0.0095063,0.009418,0.0093364,0.0092625,0.0091886,0.0091179,0.0090506,0.0089863,0.0089254,0.0088672,0.0088112,0.0087575,0.0087062,0.0086571,0.0086101,0.008565,0.0085217,0.0084801,0.0084403,0.008402,0.0083653,0.00833,71272
0.01682,0.01682,0.01488,0.013416,0.012555,0.012367,0.011751,0.011266,0.010512,0.010113,0.0095838,0.0089521,0.0083833,0.0082299,0.0080383,0.0080368,0.0079899,0.0075335,0.0073435,0.0071796,0.0070337,0.0068991,0.0067437,0.0065739,0.0064432,0.0063204,0.0062028,0.0060886,0.0059765,0.0058699,0.0057716,0.0056775,0.0055869,0.0054999,0.0054164,0.0053366,0.0052605,0.0051873,0.0051169,0.0050492,0.0049841,0.0049215,0.0048612,0.0048031,0.004747,0.0046929,0.0046407,0.0045903,0.0045416,0.0044945,65280
0.0070469,0.0070469,0.0066096,0.0064631,0.006409,0.00605,0.0057484,0.0055122,0.0052863,0.0048034,0.0045633,0.0045546,0.004217,0.0040519,0.0038889,0.00363,0.0034468,0.0032656,0.0028606,0.0026954,0.0025261,0.0023555,0.0021943,0.0020372,0.0018846,0.0017588,0.0016388,0.0015254,0.0014195,0.0013206,0.001229,0.0011449,0.0010662,0.00099277,0.00092444,0.00086089,0.00080182,0.0007469,0.00069571,0.00064806,0.00060369,0.0005624,0.00052396,0.00048816,0.00045482,0.00042377,0.00039485,0.00036792,0.00034283,0.00031946,17307
0.015558,0.015558,0.01472,0.014483,0.014278,0.013921,0.013702,0.013348,0.01302,0.012612,0.012242,0.011332,0.011282,0.011591,0.011413,0.011082,0.011128,0.010988,0.010455,0.010501,0.010384,0.010251,0.01014,0.010004,0.0098681,0.00979,0.009692,0.0095965,0.0095059,0.0094176,0.009336,0.0092621,0.0091882,0.0091174,0.0090501,0.0089858,0.0089248,0.0088667,0.0088106,0.0087569,0.0087056,0.0086565,0.0086094,0.0085643,0.008521,0.0084794,0.0084396,0.0084013,0.0083645,0.0083292,71272
0.01682,0.01682,0.01488,0.013416,0.012555,0.012367,0.011751,0.011266,0.010512,0.010113,0.0095838,0.0089521,0.0083833,0.0082299,0.0080383,0.0080368,0.0079899,0.0075335,0.0073435,0.0071796,0.0070337,0.0068991,0.0067435,0.0065736,0.0064429,0.0063201,0.0062025,0.0060882,0.0059761,0.0058694,0.0057711,0.0056769,0.0055864,0.0054993,0.0054158,0.005336,0.0052599,0.0051867,0.0051163,0.0050485,0.0049834,0.0049208,0.0048605,0.0048023,0.0047463,0.0046922,0.00464,0.0045895,0.0045408,0.0044937,65280
0.0070469,0.0070469,0.0066096,0.0064631,0.006409,0.00605,0.0057484,0.0055122,0.0052863,0.0048034,0.0045633,0.0045546,0.004217,0.0040519,0.0038889,0.00363,0.0034468,0.0032656,0.0028606,0.0026954,0.0025261,0.0023555,0.0021943,0.0020371,0.0018846,0.0017587,0.0016387,0.0015253,0.0014194,0.0013205,0.0012289,0.0011448,0.001066,0.00099261,0.00092428,0.00086073,0.00080167,0.00074674,0.00069556,0.0006479,0.00060354,0.00056225,0.00052382,0.00048802,0.00045468,0.00042364,0.00039472,0.00036779,0.00034271,0.00031934,17307
0.015558,0.015558,0.01472,0.014483,0.014278,0.013921,0.013702,0.013348,0.01302,0.012612,0.012242,0.011332,0.011282,0.011591,0.011413,0.011082,0.011128,0.010988,0.010455,0.010501,0.010384,0.010251,0.01014,0.010004,0.0098683,0.0097902,0.0096923,0.0095968,0.0095063,0.009418,0.0093364,0.0092625,0.0091886,0.0091179,0.0090506,0.0089863,0.0089254,0.0088672,0.0088112,0.0087575,0.0087062,0.0086571,0.0086101,0.008565,0.0085217,0.0084801,0.0084403,0.008402,0.0083653,0.00833,71272
